Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days/week,Experience_Level,BMI,Daily_meals_frequency,Physical_exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name_of_Exercise,Sets,Reps,Benefit,Burns_Calories_per_30_min,Target_Muscle_Group,Equipment_Needed,Difficulty_Level,Body_Part,Type_of_Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns_Calories_per_30_min_bc,Burns_Calories_Bin
18.34,Female,92.4,1.74,195.47,167.81,50.04,1.42,1247.33,28.05762553338302,3.09,2.01,1.0,30.52,2.97,-0.03,281.35,113.16,74.89,2411.0,Other,Lunch,Vegan,13.0,1596.38,282.93,155.05,Fried,58.65,107.1,2.42,Jumping Jacks,5.0,17.97,Targets obliques and improves core rotation,347.72,"Shoulders, Triceps",Bench or Chair,Advanced,Legs,Upper,Dumbbell curls,30.519223147047168,2252.05,0.499722475078262,1.2246753246753246,0.8098054046620368,0.858494909704814,1163.67,66.47475400715409,987.5248,8.199551006204065e+19,Medium
52.14,Female,50.55,1.78,170.23,131.79,67.1,0.84,739.87,21.58702222635904,2.29,1.99,1.01,15.95,3.0,-0.03,280.44,113.56,75.37,1339.0,Other,Snack,Vegetarian,29.05,205.42,34.0,255.88,Raw,41.96,105.65,3.7,Mountain Climbers,4.01,24.95,Enhances full-body coordination and stability,351.3,"Core, Lower Back",Cable Machine,Intermediate,Legs,Wrist Flexors,Dumbbell front raises,15.954424946345156,2254.33,0.4976023918414784,2.24648862512364,0.6272665567730049,0.7741878634788227,599.13,39.63776026457551,590.184,8.915108477511927e+19,High
36.96,Female,71.24,1.64,162.02,119.94,73.33,1.11,1066.49,28.92546675203228,1.68,3.02,2.01,26.49,4.02,-0.02,248.02,99.68,66.63,1963.0,Other,Lunch,Balanced,20.0,1865.23,6.92,495.23,Baked,9.46,97.97,3.5,Rows,4.99,14.99,Combines lower body and upper body strength,367.33,"Legs, Core",Wall,Intermediate,Chest,Posterior,Leg raises,26.487209994051163,1990.4700000000005,0.49841494722352,1.3992139247613702,0.525538392152441,0.7402789779039625,896.51,50.6334974858522,815.4726,1.2835901909916546e+20,Very High
46.91,Female,56.41,1.77,197.99,138.28,68.03,1.2,1152.0,18.399206335810167,2.89,4.01,2.0,18.01,3.0,-0.0,242.83,97.0,64.16,1700.0,Other,Dinner,Keto,43.88,2042.55,225.33,444.38,Grilled,25.82,84.45,1.91,Flutter Kicks,3.98,17.12,Strengthens back and legs,327.94,Triceps,Wall,Beginner,Abs,Quads,Wrist extension,18.00568163682211,1936.76,0.5015179991325719,1.7195532706966852,0.5405509387503847,0.6984191120763674,548.0,46.03100770596948,787.0559999999999,5.0821517403963286e+19,Low
27.06,Female,69.24,1.76,171.02,121.53,66.11,0.94,828.7,21.51541834710128,2.01,2.99,1.02,22.35,3.0,0.02,315.0,126.32,84.39,1925.0,Other,Lunch,Paleo,35.65,1845.8,164.91,193.55,Grilled,14.98,38.0,3.28,Lat Pulldowns,4.0,19.05,Improves posture and back strength,330.19,"Legs, Shoulders, Core",None or Dumbbells,Intermediate,Abs,Lower Chest,Leg curls,22.352789256198346,2524.79,0.4990514062555697,1.8243789716926635,0.5282623200838814,0.7106186410946088,1096.3,54.34272433646707,620.7572,5.374020585507445e+19,Low
58.22,Female,82.19,1.87,170.92,142.81,55.07,1.58,1640.67,25.16859507810939,3.51,3.98,2.98,23.5,3.01,0.0,255.19,101.11,67.74,2205.0,Other,Dinner,Balanced,0.43,2320.82,229.67,237.83,Roasted,26.5,9.27,3.35,Pistol Squats,4.03,21.03,Strengthens core and improves mobility,336.82,"Quadriceps, Hamstrings, Glutes",Kettlebell,Beginner,Forearms,Wrist Flexors,Wrist curl,23.50367468329091,2034.86,0.5016364762194941,1.230198320963621,0.7573586534311612,0.8355370933770185,564.3299999999999,61.50393170530189,1064.3512,6.321417806248007e+19,Low
22.15,Female,106.8,1.82,170.27,130.25,50.0,1.0,960.8,34.57061907501989,2.3,4.01,2.01,32.24,2.01,0.02,206.73,83.4,55.28,2860.0,Other,Snack,Vegan,3.83,2381.05,6.85,406.33,Baked,37.77,102.29,2.28,Bird Dogs,3.98,15.95,Targets obliques and improves core rotation,372.6,"Lower Back, Glutes",Pull-up Bar,Beginner,Abs,Posterior,Decline dumbbell flyes,32.24248279193334,1658.04,0.4987334443077368,0.7808988764044944,0.6672486904464954,0.7649615316849708,1899.2,69.87857882787875,745.2,1.4420065191889864e+20,Very High
51.26,Female,114.84,1.67,189.33,138.67,55.09,1.38,1325.9,35.0,2.5,3.0,2.01,41.18,2.01,0.0,276.4,111.32,73.78,3074.0,Other,Lunch,Balanced,16.42,1506.18,280.25,494.66,Fried,50.55,55.42,4.06,Turkish Get-ups,4.0,15.91,Improves posture and strengthens upper back,356.47,"Lower Back, Glutes",Dumbbells,Beginner,Legs,Anterior,Bicep Curls,41.17752518914268,2214.9,0.4991647478441465,0.9693486590038314,0.6226162097735398,0.7324248666349759,1748.1,74.646,983.8572,1.004511830687341e+20,High
29.36,Female,126.37,2.0,186.17,151.82,67.07,1.36,1305.6,30.3889501487279,3.12,3.98,2.0,31.59,2.01,0.04,192.9,76.56,51.11,3373.0,Other,Snack,Vegan,43.2,1043.35,263.01,95.95,Roasted,13.26,116.26,4.89,Bear Crawls,5.0,17.11,Builds explosive power,348.04,Full Body,Resistance Band or Cable Machine,Beginner,Legs,Upper,Bird dog,31.5925,1537.8300000000002,0.5017459667193382,0.6058399936693836,0.7115869017632243,0.8154912177042488,2067.4,87.96748369705256,946.6688,8.261391036496998e+19,Medium
19.01,Female,60.58,1.59,184.07,127.84,52.72,1.15,1013.84,25.52758359189273,2.21,2.0,1.02,23.96,2.02,-0.0,203.77,80.89,54.08,1502.0,Other,Snack,Vegan,36.96,1843.34,271.56,490.62,Roasted,39.86,110.6,1.98,Incline Push-ups,3.01,7.93,Targets upper chest,249.53,"Quadriceps, Hamstrings, Glutes",Dumbbells or Barbell,Beginner,Abs,Middle,Close-grip bench press,23.96265970491673,1625.36,0.5014765959541271,1.335259161439419,0.5719071183859917,0.6945183897430326,488.16,45.11538986003138,573.919,5.461654731337334e+18,Low
53.61,Female,74.87,1.72,193.82,153.83,60.03,0.97,852.05,24.86675000024042,1.9,2.98,1.0,25.31,3.99,0.02,174.36,70.27,46.69,1927.0,Other,Breakfast,Vegetarian,16.35,1704.33,213.61,235.17,Boiled,35.48,11.0,0.99,Plyo Squats,5.0,16.96,Improves lower back strength,362.27,"Core, Shoulders, Legs",Parallel Bars or Chair,Intermediate,Shoulders,Grip Strength,Preacher curls,25.307598702001087,1398.73,0.4986237515460454,0.9385601709630024,0.7010987368263698,0.793674543390775,1074.95,56.25226427482,702.8037999999999,1.1460785195600162e+20,Very High
36.85,Female,48.71,1.67,164.27,132.57,74.07,1.38,1213.3,20.4736558678227,3.01,1.99,1.0,17.47,3.01,0.02,288.36,116.08,77.56,1168.0,Other,Dinner,Vegetarian,3.89,2350.96,293.03,273.01,Roasted,23.17,89.43,4.11,Dips,4.99,25.12,Strengthens lower abs,350.57,"Core, Obliques",Pull-up Bar,Advanced,Abs,Wrist Extensors,Romanian deadlifts,17.46566746746029,2315.8,0.4980740996631833,2.383083555738041,0.6485587583148558,0.807025019784501,-45.29999999999996,38.73728222678356,967.5732,8.764906430921694e+19,High
18.0,Female,67.59,1.8,173.8,152.89,50.12,1.1,1057.76,24.62492802272324,3.27,3.99,2.02,20.86,3.02,0.02,297.24,117.61,78.73,1747.0,Other,Breakfast,Balanced,47.02,184.46,63.01,186.2,Grilled,41.29,83.86,4.63,Leg Press,5.0,17.94,Full body workout,336.96,"Legs, Shoulders, Core",Bench or Chair,Advanced,Shoulders,Anterior,Leg extensions,20.86111111111111,2367.9700000000003,0.5021009556708911,1.7400503032993044,0.8309346701164293,0.8796892980437283,689.24,50.94601114944137,741.312,6.342909841286872e+19,Low
21.97,Female,88.32,1.62,173.93,162.76,68.89,1.88,1956.7,29.68574427007265,3.51,4.99,3.01,33.65,4.0,3.95,398.91,159.18,105.6,2491.0,Other,Lunch,Vegan,25.47,273.57,273.87,424.68,Steamed,34.38,36.6,3.07,Renegade Rows,5.0,24.03,Builds lower body power,350.93,"Glutes, Hamstrings",Dumbbells,Advanced,Shoulders,Anterior,Face pulls,33.65340649291266,3182.76,0.5013384609584135,1.802309782608696,0.8936595582635185,0.9357787615707468,534.3,62.10155066067183,1319.4968,8.838698658707962e+19,High
46.07,Female,55.03,1.72,164.12,136.84,66.03,1.43,1372.8,20.938370766008298,3.59,3.03,2.0,18.6,3.0,0.04,303.77,121.71,81.09,1424.0,Other,Breakfast,Vegetarian,38.61,644.89,76.25,417.26,Grilled,35.28,11.7,3.49,Kettlebell Swings,4.0,21.07,Strengthens shoulders,349.89,"Shoulders, Triceps",Bench or Sturdy Surface,Intermediate,Abs,Triceps,Close-grip bench press,18.60127095727421,2431.73,0.4996771845558511,2.2117027076140285,0.7218880619838923,0.8337801608579088,51.200000000000045,43.50761456746564,1000.6854,8.626995548677933e+19,High
42.91,Female,66.22,1.83,177.91,136.16,59.12,1.1,1056.0,25.14415466778282,2.41,2.96,2.0,19.77,3.0,0.0,230.73,92.24,61.02,1568.0,Other,Breakfast,Balanced,38.65,262.55,125.89,451.86,Baked,20.36,104.22,4.35,Windshield Wipers,5.0,20.94,Targets biceps and forearms,339.94,"Upper Back, Rear Deltoids",Box or Platform,Advanced,Back,Lower Chest,Russian twists,19.77365702170862,1841.06,0.5012981651874464,1.3929326487466025,0.6485394393467463,0.7653307852284863,512.0,49.56954077899422,747.868,6.815859048959276e+19,Medium
19.9,Female,100.94,1.91,178.89,143.08,58.18,1.36,1304.51,26.596306242628216,2.71,2.99,1.99,27.67,1.98,-0.02,261.89,104.49,69.95,2849.0,Other,Breakfast,Paleo,9.99,2157.46,103.53,124.74,Baked,5.1,68.32,1.52,Flutter Kicks,4.0,22.07,Enhances full-body coordination and stability,342.56,"Legs, Core",Dumbbells or Barbell,Advanced,Arms,Wrist Extensors,Fat grip dumbbell curl,27.669197664537705,2095.07,0.5000119327755158,1.035169407568853,0.7033385800679316,0.7998211191234839,1544.49,74.09368847869108,931.7632,7.256964081110288e+19,Medium
52.0,Female,60.26,1.68,182.28,124.81,64.16,1.6,1660.16,23.629603653560565,2.72,4.0,2.97,21.35,1.99,2.02,345.81,138.43,91.05,1960.0,Other,Snack,Paleo,48.89,2308.81,52.46,106.16,Grilled,47.2,70.42,1.91,Leg Raises,4.0,23.95,Advanced core exercise,366.81,"Legs, Shoulders, Core",Resistance Band or Cable Machine,Intermediate,Arms,Grip Strength,Barbell curls,21.35062358276644,2756.41,0.5018266513327118,2.2972120809824097,0.5134608872333221,0.684715821812596,299.8399999999999,46.0208008383644,1173.792,1.26882082428867e+20,Very High
38.14,Female,123.42,1.62,161.06,165.04,64.98,1.33,1277.86,35.0,2.31,4.03,2.01,47.03,2.03,-0.04,232.65,92.35,62.27,3368.0,Other,Snack,Keto,39.6,1811.11,189.42,231.72,Grilled,39.15,72.45,1.03,Pistol Squats,4.0,25.01,Improves cardiovascular fitness,381.1,Calves,Dumbbells,Beginner,Back,Quads,Face pulls,47.02789208962048,1860.43,0.5002069414060191,0.7482579808783016,1.0414238134887592,1.0247112877188624,2090.1400000000003,80.223,1013.726,1.733809409367427e+20,Very High
39.2,Female,57.29,1.93,165.09,135.84,58.11,1.36,1306.69,15.527580033640744,3.71,4.03,2.01,15.38,3.0,-0.03,257.45,103.93,68.74,1773.0,Other,Snack,Paleo,40.32,1874.65,294.52,491.08,Roasted,39.83,100.88,4.59,Incline Push-ups,5.01,22.92,Improves flexibility,332.26,"Lower Back, Glutes",None or Dumbbell,Beginner,Legs,Anterior,Cable crossovers,15.380278665199066,2064.18,0.4988906006259144,1.8141036830162327,0.726584408300617,0.8228239142286026,466.31,48.39424939872722,903.7472,5.65543235748529e+19,Low
50.78,Female,45.09,1.63,198.08,136.91,69.03,1.08,1036.8,21.14264821814169,2.09,4.01,2.0,16.97,4.0,1.01,209.2,83.05,56.1,1507.0,Other,Snack,Paleo,49.55,2358.58,231.69,468.36,Baked,28.5,55.17,2.03,Mountain Climbers,5.0,18.0,Improves posture and strengthens upper back,341.97,Triceps,Kettlebell,Intermediate,Abs,Middle,Lateral raises,16.970905943016298,1673.9,0.4999103889121213,1.841871811931692,0.5259976753196435,0.691185379644588,470.2000000000001,35.556779918439915,738.6552000000001,7.155503608138547e+19,Medium
52.14,Female,74.1,1.63,174.1,149.99,49.77,1.25,1201.0,30.036688086472136,3.7,3.01,2.01,27.89,3.0,1.98,310.13,122.65,82.68,2006.0,Other,Breakfast,Low-Carb,11.5,538.04,254.84,295.5,Roasted,23.02,9.36,1.51,Tricep Dips,4.01,14.89,Improves shoulder mobility and posture,330.02,Lower Abs,Wall,Beginner,Back,Lateral,Close-grip bench press,27.88964582784448,2475.24,0.5011716035616749,1.6551956815114712,0.8060805919729752,0.861516369902355,805.0,51.84281412792415,825.05,5.351465594662674e+19,Low
56.62,Female,96.55,1.74,198.78,144.02,54.04,1.21,1160.63,31.99184566783092,2.8,3.0,1.99,31.89,3.0,0.0,204.32,82.18,55.06,2644.0,Other,Snack,Vegetarian,14.11,2070.43,12.59,220.11,Fried,56.09,83.15,4.03,Tricep Extensions,4.0,15.91,Strengthens triceps and chest,339.59,Shoulders,Pull-up Bar,Advanced,Abs,Lateral,Lateral raises,31.88994583168186,1641.54,0.4978739476345383,0.8511651993785604,0.6216664363686611,0.7245195693731764,1483.37,65.66187300770925,821.8077999999999,6.758753135157091e+19,Medium
30.95,Female,48.94,1.62,181.9,156.94,52.07,0.56,491.9,20.03990953684614,3.2,2.02,1.0,18.65,2.0,0.0,195.65,78.26,52.25,1256.0,Other,Breakfast,Vegan,12.76,829.28,236.75,285.64,Grilled,39.05,13.18,2.86,Rows,4.01,20.98,Builds upper body strength,352.51,"Back, Biceps",Box or Platform,Intermediate,Legs,Anterior,Leg raises,18.648071940253004,1565.89,0.4997796780105882,1.5991009399264406,0.8077485943156435,0.862781748213304,764.1,39.1324682726675,394.8112,9.169054232441186e+19,High
22.11,Female,78.69,1.7,176.84,138.07,66.07,1.38,1325.9,29.071688118074764,2.11,3.98,2.01,27.23,2.01,0.01,193.59,77.26,51.53,2116.0,Other,Dinner,Keto,40.61,1468.6,2.76,182.69,Boiled,45.13,90.9,1.41,Thrusters,3.99,23.91,Strengthens lower abs and hip flexors,333.79,"Shoulders, Triceps",Pull-up Bar,Advanced,Legs,Lower,Leg extensions,27.228373702422147,1547.17,0.5005009145730592,0.981827424069132,0.6499954861424573,0.7807622709794164,790.0999999999999,55.81348861988696,921.2604,5.87166707497762e+19,Low
19.07,Female,63.82,1.63,197.07,131.86,57.13,1.88,1955.2,20.74999959974988,2.71,5.01,3.0,24.02,2.0,0.01,299.2,119.31,79.76,2017.0,Other,Lunch,Low-Carb,15.78,1554.26,291.74,372.33,Raw,57.15,51.9,3.78,Flutter Kicks,4.0,16.78,Targets lower abs,344.66,"Triceps, Chest",Bench or Chair,Intermediate,Back,Lats,Hanging leg raises,24.0204749896496,2391.88,0.5003595498101912,1.8694766530868068,0.534014577676147,0.6691023494189883,61.79999999999996,50.577350255439626,1295.9216,7.628418656926196e+19,Medium
41.12,Female,72.21,1.83,174.75,132.87,58.31,1.13,1083.9,22.322505931343223,2.8,2.99,1.99,21.56,3.01,0.0,218.55,87.22,58.51,1917.0,Other,Snack,Keto,49.2,793.88,140.17,314.33,Baked,7.02,23.47,3.82,Renegade Rows,4.98,22.88,Improves balance and leg strength,341.79,"Shoulders, Triceps",Parallel Bars or Chair,Intermediate,Legs,Lower,Leg curls,21.562304040132577,1749.67,0.4996370744197477,1.2078659465448,0.640329783579526,0.760343347639485,833.0999999999999,56.09091846697706,772.4454,7.124798530193891e+19,Medium
58.82,Female,59.96,1.76,193.63,119.87,53.08,1.72,1788.8,21.48409576488048,2.69,5.03,3.0,19.36,3.0,0.01,201.25,80.65,54.03,1806.0,Other,Lunch,Vegetarian,34.98,2111.48,124.08,452.08,Raw,60.0,66.04,2.26,Dips,5.01,14.89,Strengthens shoulders,336.23,"Glutes, Hamstrings, Core",Low Bar or TRX,Advanced,Chest,Lateral,Overhead triceps extensions,19.356921487603305,1613.87,0.4988010186694095,1.3450633755837225,0.4752045535396656,0.6190672932913288,17.200000000000045,47.07813617937767,1156.6312,6.231545038826006e+19,Low
31.0,Female,48.95,1.51,195.07,131.42,60.01,1.47,1294.78,26.35795752140553,2.0,2.0,1.01,21.47,3.01,-0.02,229.21,90.95,61.1,1247.0,Other,Lunch,Vegan,40.76,2000.03,270.29,198.15,Baked,22.34,73.79,3.72,Turkish Get-ups,3.02,11.99,Improves core stability and upper body strength,164.98,"Lower Chest, Triceps",Resistance Band or Cable Machine,Advanced,Forearms,Middle,Hanging leg raises,21.46835665102408,1830.54,0.5008576704141947,1.8580183861082733,0.5287279727528506,0.6737068744553237,-47.77999999999997,36.047779793272,485.0412,1.8733495575796787e+17,Low
44.83,Female,80.98,1.76,182.66,131.41,54.1,1.7,1763.92,26.39966708359133,3.49,3.98,2.97,26.14,3.01,1.05,227.68,90.85,60.95,2177.0,Other,Breakfast,Keto,5.57,2083.19,94.32,464.92,Raw,27.36,118.1,3.69,Seated Rows,4.01,22.02,Strengthens shoulders,361.37,Calves,Bench or Step,Beginner,Chest,Posterior,Bent-over rows,26.142820247933887,1822.67,0.4996625829140766,1.1218819461595455,0.6013534536403236,0.7194240665717727,413.0799999999999,59.60154959570775,1228.658,1.1230251704060328e+20,Very High
56.93,Female,96.19,1.86,167.89,146.3,73.92,1.1,1056.88,31.686863369177328,2.2,3.02,2.01,27.8,2.99,3.98,326.39,130.85,87.43,2589.0,Other,Lunch,Keto,6.72,2350.26,34.8,464.43,Boiled,31.69,68.15,2.02,Box Jumps,5.01,25.04,Builds chest strength,361.94,"Triceps, Chest",Step or Box,Advanced,Legs,Quads,Chest flyes,27.803792345935943,2615.83,0.4990997121372566,1.3603285164778045,0.7702458231350433,0.8714038954077076,1532.12,65.71040612518833,796.268,1.1375778408242546e+20,Very High
42.14,Female,72.73,1.62,188.44,135.44,68.01,0.52,457.6,29.793644360445168,3.21,3.0,1.0,27.71,2.99,0.01,202.98,81.22,54.43,2034.0,Other,Lunch,Vegan,31.26,227.24,0.87,263.59,Fried,60.03,61.22,2.39,Frog Jumps,4.01,15.03,Improves posture and strengthens upper back,362.12,"Rear Deltoids, Upper Back",None or Dumbbells,Advanced,Arms,Wrist Flexors,Standing calf raises,27.71300106691053,1626.67,0.4991301247333509,1.1167331225079058,0.5599103213485012,0.7187433665888346,1576.4,51.06108245664824,376.6048,1.1422076864394656e+20,Very High
38.29,Female,123.58,1.62,161.06,164.72,64.91,1.34,1287.47,35.0,2.29,3.95,2.01,47.09,2.0,-0.02,231.58,92.72,61.6,3297.0,Other,Lunch,Vegan,39.68,1816.1,193.35,233.09,Raw,39.25,74.07,1.02,Decline Push-ups,4.0,24.98,Builds lower body power,380.05,Quadriceps,Cable Machine,Intermediate,Forearms,Lower Chest,Bent-over lateral raises,47.088858405730825,1851.6,0.5002808381939944,0.7502832173490857,1.0380655226209048,1.022724450515336,2009.53,80.327,1018.534,1.6951639478733632e+20,Very High
18.0,Female,55.66,1.68,175.93,157.72,71.15,1.26,1209.6,20.37298904865612,2.2,4.01,2.0,19.72,4.01,0.02,257.02,101.93,67.72,1439.0,Other,Lunch,Vegan,19.36,1400.29,128.08,428.23,Raw,31.15,108.87,4.34,Jumping Jacks,3.99,19.02,Improves cardiovascular fitness,339.48,"Full Body, Core, Shoulders",Dumbbells,Intermediate,Back,Quads,Bicep Curls,19.72080498866213,2045.28,0.5026597825236642,1.8312971613366875,0.8262072914678373,0.8964929233217757,229.4000000000001,44.320394295518,855.4896,6.740892530162235e+19,Medium
52.84,Female,67.59,1.7,181.09,139.18,56.92,1.06,1019.3,28.115227644921045,2.4,3.98,2.02,23.39,3.01,-0.01,250.95,101.25,67.1,1955.0,Other,Dinner,Balanced,7.85,93.15,90.57,450.4,Baked,50.71,29.28,4.9,Leg Raises,3.99,18.98,Targets lower abs,364.12,"Legs, Shoulders, Core",Kettlebell,Beginner,Arms,Quads,Concentration curls,23.38754325259516,2012.7,0.4987330451632136,1.4980026631158454,0.6624788596279295,0.7685681153017837,935.7,48.58691763479786,771.9344000000001,1.1947745196193874e+20,Very High
54.89,Female,130.07,1.73,186.92,154.73,60.12,0.69,607.2,35.0,3.09,3.0,1.0,43.46,4.0,0.01,252.65,100.58,67.17,3576.0,Other,Snack,Balanced,20.83,622.09,282.05,439.09,Grilled,54.86,117.45,2.82,Lateral Raises,5.0,16.01,Builds chest strength,361.78,Core,Resistance Band or Cable Machine,Advanced,Chest,Anterior,Wrist curl,43.45952086604965,2017.45,0.5009293910629755,0.7732759283462751,0.7461356466876972,0.827787288679649,2968.8,84.5455,499.2563999999999,1.1334762624210303e+20,Very High
51.98,Female,116.29,1.69,198.0,148.15,51.04,0.53,466.4,35.0,2.38,2.01,1.0,40.72,2.01,-0.0,236.04,92.84,62.52,2872.0,Other,Lunch,Vegetarian,35.08,2057.01,298.46,418.6,Grilled,23.11,95.42,3.81,Windshield Wipers,4.0,17.0,Strengthens shoulders,360.99,"Rear Deltoids, Upper Back",Dumbbells or Barbell,Advanced,Chest,Triceps,Preacher curls,40.71636147193726,1878.2,0.5026940687892663,0.7983489551982114,0.6607920522591182,0.7482323232323232,2405.6,75.58850000000001,382.6494,1.113414431290757e+20,Very High
31.9,Female,108.96,1.8,171.63,137.36,52.92,1.27,1119.63,32.507476344255075,3.5,3.03,1.02,33.63,3.99,4.02,396.13,158.38,105.67,2829.0,Other,Breakfast,Keto,47.96,1586.06,238.35,396.35,Raw,43.91,47.11,3.78,Bulgarian Split Squats,2.99,20.09,Strengthens core and improves mobility,190.1,"Lower Abs, Hip Flexors",None or Dumbbell,Beginner,Arms,Lateral,Skull crushers,33.629629629629626,3169.07,0.4999952667501822,1.45356093979442,0.7113132844747706,0.8003262832838083,1709.37,73.53985377529966,482.854,5.94278680325207e+17,Low
43.93,Female,65.04,1.8,192.15,139.38,67.93,0.73,640.06,21.447231279497053,2.69,1.99,1.0,20.07,3.02,0.0,202.72,81.52,54.72,1817.0,Other,Breakfast,Low-Carb,44.78,2350.69,125.6,139.03,Steamed,18.56,94.61,2.27,Decline Push-ups,3.03,12.03,Activates and strengthens glutes,315.3,"Quadriceps, Calves, Glutes",None or Dumbbells,Intermediate,Arms,Upper,Hammer curls,20.07407407407408,1629.44,0.497643362136685,1.2533825338253382,0.575189180486234,0.7253708040593286,1176.94,51.09072077581512,460.338,3.68676709076045e+19,Low
31.89,Female,48.98,1.62,167.19,158.43,73.95,1.18,1132.8,20.32353530489313,2.49,3.0,2.0,18.66,2.97,-0.02,248.12,99.22,65.6,1461.0,Other,Lunch,Keto,25.09,356.93,58.18,386.78,Fried,36.14,85.5,4.87,Glute Bridges,4.98,22.04,Activates and strengthens glutes,333.06,"Upper Chest, Triceps",Resistance Band,Intermediate,Arms,Triceps,Fat grip dumbbell curl,18.663313519280592,1979.76,0.5013132904998585,2.0257247856267866,0.906048906048906,0.9476045218015432,328.20000000000005,39.02553240766334,786.0215999999999,5.767607569594704e+19,Low
19.22,Female,72.2,1.94,199.16,148.01,62.01,1.17,1124.14,20.545013285398465,3.2,2.99,2.01,19.18,3.0,-0.01,189.78,76.14,50.31,1921.0,Other,Lunch,Balanced,35.28,1598.55,177.38,204.18,Grilled,34.65,28.96,3.6,Russian Twists,3.98,17.01,Enhances full-body coordination and stability,341.22,"Upper Chest, Triceps",Pull-up Bar,Intermediate,Back,Lats,Romanian deadlifts,19.18376022956744,1516.47,0.500583592158104,1.0545706371191137,0.6270506744440394,0.7431713195420767,796.8599999999999,57.36650040794231,798.4548,7.0283275248084296e+19,Medium
25.11,Female,88.16,1.95,182.14,130.76,67.94,1.42,1250.74,26.54596435752513,2.99,1.98,1.01,23.18,3.0,-0.01,282.49,112.43,74.99,2368.0,Other,Dinner,Keto,2.26,2162.33,124.13,377.32,Roasted,51.3,40.9,4.09,Plyometric Push-ups,2.98,19.93,Builds lower body power,220.04,"Back, Hamstrings, Glutes",Wall,Beginner,Shoulders,Quads,Concentration curls,23.184746877054568,2254.59,0.5011820330969267,1.2752949183303086,0.5500875656742557,0.7179093005380477,1117.26,64.75707782240585,624.9136,1.9578883208147213e+18,Low
30.89,Female,53.44,1.64,183.02,140.87,70.2,0.57,500.69,19.97120813496512,2.4,3.0,1.0,19.87,2.99,0.0,253.85,100.87,67.84,1605.0,Other,Lunch,Low-Carb,47.33,2077.06,152.02,148.17,Roasted,24.61,18.43,4.42,Zottman Curls,5.01,17.02,Targets lower chest,336.44,"Core, Shoulders, Hips",Low Bar or TRX,Intermediate,Chest,Quads,Hammer curl,19.8691255205235,2029.44,0.5003350678019552,1.8875374251497008,0.6263960290728594,0.7696973008414381,1104.31,42.76738637267464,383.5416,6.263404217584855e+19,Low
32.84,Female,106.37,1.6,182.89,152.14,73.98,1.4,1340.64,35.0,3.31,3.97,1.97,41.55,3.01,0.03,184.62,74.42,49.18,3038.0,Other,Lunch,Vegan,25.77,2008.45,195.94,401.03,Raw,39.7,59.81,1.62,Frog Jumps,4.98,18.07,Improves unilateral leg strength and balance,365.9,"Quadriceps, Calves, Glutes","Bench, Barbell",Intermediate,Shoulders,Upper,Skull crushers,41.55078124999999,1478.7800000000002,0.4993846278689189,0.6996333552693429,0.7176567808282067,0.8318661490513424,1697.36,69.1405,1024.52,1.2433331547213893e+20,Very High
48.98,Female,69.78,1.67,185.65,165.99,50.19,0.93,818.4,26.96018006379309,1.81,3.0,1.0,25.02,3.02,-0.01,167.89,67.53,44.76,1779.0,Other,Lunch,Balanced,26.54,914.56,77.09,475.39,Baked,15.2,47.7,1.2,Bench Press,4.0,16.97,Combines lower body and upper body strength,350.79,"Core, Lower Back",Low Bar or TRX,Beginner,Forearms,Middle,Skull crushers,25.02061744773925,1344.52,0.4994793681016273,0.967755803955288,0.8548649047689355,0.8941018044707784,960.6,50.96718635148519,652.4694000000001,8.809937126718741e+19,High
20.08,Female,75.86,1.73,165.18,151.88,63.15,1.39,1333.29,24.21069818701012,2.11,4.03,1.99,25.35,3.02,4.01,396.62,159.3,105.88,2206.0,Other,Dinner,Low-Carb,46.85,1540.9,17.01,138.98,Baked,10.1,7.65,4.58,Leg Raises,4.01,20.94,Improves core stability and balance,333.15,"Quadriceps, Calves, Glutes",Pull-up Bar,Advanced,Forearms,Lats,Pull-ups,25.34665374720171,3176.6000000000004,0.4994270603790215,2.099920906933826,0.8696461824953444,0.9194817774548976,872.71,57.49376435533413,926.157,5.780348689618376e+19,Low
45.15,Female,44.29,1.65,162.43,148.19,70.95,1.43,1260.69,17.513246071282264,1.6,2.98,1.02,16.27,2.98,0.0,272.24,108.87,72.31,1327.0,Other,Snack,Paleo,27.41,228.06,189.81,315.23,Baked,54.46,93.12,2.82,Dead Bugs,4.0,16.98,Improves shoulder health and posture,347.48,"Upper Back, Rear Deltoids",Cable Machine or Resistance Band,Beginner,Forearms,Lower,Plank,16.26813590449954,2175.23,0.5006183254184615,2.458116956423572,0.844337560122431,0.9123314658622176,66.30999999999995,36.53338331502909,993.7928,8.153438047655099e+19,Medium
